Code,Course,Sec,Description,Mode of,Book,HR,CR,Days,Time,Room,Professor
5337,BIOL 302.00,54,Molecular Genetics,In-Person,,7,4.5,M,17:35-18:50,HN  510,"Bargonetti-Chavarri, Jill"
,,,,,,,,W,17:35-18:50,HN  510,"Saqcena, Mahesh"
,,,,,,,,F,18:00-21:50,HN  918B,"Feinstein, Paul"
5338,BIOL 302.00,55,Molecular Genetics,In-Person,,7,4.5,M,17:35-18:50,HN  510,"Rusielewicz, Tomasz"
,,,,,,,,W,19:00-22:50,HN  918B,"Bargonetti-Chavarri, Jill"
,,,,,,,,W,17:35-18:50,HN  510,"Feinstein, Paul"
5175,BIOL 360.00,1,Cell & Molec Immunol,In-Person,,4,3.5,M,13:45-14:35,HN  926,"Eckhardt, Laurel"
,,,,,,,,M,14:45-16:00,HN  926,
,,,,,,,,TH,14:45-16:00,HN  926,
5512,BIOL 370.00,1,Physiology-Nerve.Sys,In-Person,,4,4,"TU,F",12:10-14:00,HN  926,"Goldfarb, Mitchell"
426,BIOL 392.00,1,Lab:Cell Ultrastrctr,In-Person,,7,4,TU,13:10-17:00,HN  918H,"Johnson, Livia"
,,,,,,,,W,15:10-18:00,HN  918H,"Liang, Fengxia"
431,BIOL 470.47,1,Gene Express Synapse,In-Person,,2,2,TU,14:10-16:00,HN  926,"Dictenberg, Jason"
436,BIOL 470.93,1,Micro Pathogenesis,In-Person,,2,2,TU,10:10-12:00,HN  926,"Raper, Jayne"
,,,,,,,,TH,12:40-13:40,HN  926,
4939,BIOL 471.46,1,Micro-Rna & Dev,In-Person,,3,3,TU,16:10-17:00,HN  926,"Bratu, Diana"
,,,,,,,,TH,16:10-17:50,HN  926,
4942,BIOL 471.47,51,Mol Mechanisms Aging,In-Person,,3,3,TU,17:30-20:00,HN  926,"Schmidt-Glenewinkel, Thomas"
4944,BIOL 471.97,1,Cell Bio Myelination,In-Person,,3,3,W,15:00-17:30,HN  926,"Melendez-Vasquez, Carmen"
477,CHEM 101.LB,11,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,M,14:10-17:00,BC  201,"Smeureanu, Gabriela"
,,,,,,,,,,,"Coover, Bonnie"
478,CHEM 101.LB,12,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,M,14:10-17:00,BC  203,"Kitasova, Riana"
,,,,,,,,,,,"Smeureanu, Gabriela"
479,CHEM 101.LB,13,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,W,14:10-17:00,BC  201,"He, Fang"
,,,,,,,,,,,"Smeureanu, Gabriela"
480,CHEM 101.LB,14,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,TH,14:10-17:00,BC  201,"Smeureanu, Gabriela"
,,,,,,,,,,,"Tsai, I-Hsien"
4541,CHEM 101.LB,15,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,TH,14:10-17:00,BC  203,"He, Fang"
,,,,,,,,,,,"Smeureanu, Gabriela"
4542,CHEM 101.LB,51,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,M,18:10-21:00,BC  201,"Smeureanu, Gabriela"
,,,,,,,,,,,"Ajiki, Hiroko"
4543,CHEM 101.LB,52,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,M,18:10-21:00,BC  203,"Fei, Mock"
,,,,,,,,,,,"Smeureanu, Gabriela"
4544,CHEM 101.LB,53,Ess Of Gen Chem-Lab,Web-Enhanced,,3,1.5,W,18:10-21:00,BC  201,"Fei, Mock"
,,,,,,,,,,,"Smeureanu, Gabriela"
481,CHEM 102.LC,1,Gen Chem 1 (Lec),Web-Enhanced,,5,4,M,14:10-16:00,HN  1403,"Geggier, Stephanie"
,,,,,,,,W,15:10-16:00,HN  1403,
,,,,,,,,TH,14:10-16:00,HN  1403,
482,CHEM 102.LC,2,Gen Chem 1 (Lec),Web-Enhanced,,5,4,M,14:10-16:00,HN  1403,"Geggier, Stephanie"
,,,,,,,,TH,16:10-17:00,HN  1403,
,,,,,,,,TH,14:10-16:00,HN  1403,
483,CHEM 102.LC,3,Gen Chem 1 (Lec),Web-Enhanced,,5,4,SA,12:10-13:00,HW  714,"Khan, Mateen"
,,,,,,,,SA,08:10-12:00,HW  714,
484,CHEM 102.LC,82,Gen Chem 1 (Lec),Web-Enhanced,,5,4,M,14:10-16:00,HN  1403,"Geggier, Stephanie"
,,,,,,,,TH,16:10-17:00,HN  1403,
,,,,,,,,TH,14:10-16:00,HN  1403,
488,CHEM 104.LC,4,Gen Chem 2 (Lec),Web-Enhanced,,5,4,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,W,12:10-13:00,HW  217,"Wright, Mary"
,,,,,,,,F,09:10-11:00,HN ASSEM,
489,CHEM 104.LC,5,Gen Chem 2 (Lec),Web-Enhanced,,5,4,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,F,09:10-11:00,HN ASSEM,"Fang, Justin"
,,,,,,,,F,14:10-15:00,HW  217,
490,CHEM 104.LC,6,Gen Chem 2 (Lec),Web-Enhanced,,5,4,M,13:10-14:00,HW  217,"Mcgregor, Donna"
,,,,,,,,TU,09:10-11:00,HN ASSEM,"Fang, Justin"
,,,,,,,,F,09:10-11:00,HN ASSEM,
491,CHEM 104.LC,7,Gen Chem 2 (Lec),Web-Enhanced,,5,4,M,14:10-15:00,HW  217,"Mcgregor, Donna"
,,,,,,,,TU,09:10-11:00,HN ASSEM,"Fang, Justin"
,,,,,,,,F,09:10-11:00,HN ASSEM,
493,CHEM 104.LC,9,Gen Chem 2 (Lec),Web-Enhanced,,5,4,M,12:10-13:00,HW  217,"Geggier, Stephanie"
,,,,,,,,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,F,09:10-11:00,HN ASSEM,
495,CHEM 104.LC,11,Gen Chem 2 (Lec),Web-Enhanced,,5,4,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,TH,14:10-15:00,HW  217,
,,,,,,,,F,09:10-11:00,HN ASSEM,
496,CHEM 104.LC,12,Gen Chem 2 (Lec),Web-Enhanced,,5,4,TU,09:10-11:00,HN ASSEM,"Farley, Christopher"
,,,,,,,,TH,13:10-14:00,HW  217,"Mcgregor, Donna"
,,,,,,,,F,09:10-11:00,HN ASSEM,
498,CHEM 104.LC,14,Gen Chem 2 (Lec),Web-Enhanced,,5,4,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,TH,12:10-13:00,HW  217,"Fang, Justin"
,,,,,,,,F,09:10-11:00,HN ASSEM,
500,CHEM 104.LC,16,Gen Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-16:00,HW  217,"Farley, Christopher"
,,,,,,,,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,F,09:10-11:00,HN ASSEM,
5416,CHEM 104.LC,18,Gen Chem 2 (Lec),In-Person,,5,4,M,16:10-17:00,HW  217,"Farley, Christopher"
,,,,,,,,TU,09:10-11:00,HN ASSEM,"Mcgregor, Donna"
,,,,,,,,F,09:10-11:00,HN ASSEM,
502,CHEM 105.LB,1,Gen Chem 2 (Lab),Web-Enhanced,,3,1.5,TU,14:10-17:00,HN 1412S,"Kobko, Nady"
5340,CHEM 105.LB,2,Gen Chem 2 (Lab),In-Person,,3,1.5,M,14:10-17:00,HN 1412N,"Kobko, Nady"
510,*CHEM 106.LB,8,General Chem Lab,Web-Enhanced,,6,3,"M,W",14:10-17:00,HN 1412N,Staff
4545,CHEM 106.LB,9,General Chem Lab,Web-Enhanced,,6,3,"TU,TH",14:10-17:00,HN 1412N,"Kaur, Parminder"
4546,CHEM 106.LB,10,General Chem Lab,Web-Enhanced,,6,3,"M,TH",14:10-17:00,HN 1412S,"Okula, Anna"
5470,CHEM 106.LB,11,General Chem Lab,Web-Enhanced,,6,3,"W,F",14:10-17:00,HN 1412S,"Yumak, Sumeyra"
5471,CHEM 106.LB,12,General Chem Lab,Web-Enhanced,,6,3,F,14:10-17:00,HN 1412N,"Ponnala, Malleswari"
,,,,,,,,SA,11:10-14:00,HN 1412N,
4590,CHEM 106.LB,51,General Chem Lab,Web-Enhanced,,6,3,M,18:10-21:00,HN 1412N,"Khan, Mateen"
,,,,,,,,W,18:10-21:00,HN 1412N,"Wu, Jing"
511,CHEM 106.LB,52,General Chem Lab,Web-Enhanced,,6,3,"TU,TH",18:10-21:00,HN 1412N,"Ruck, Alexander"
512,CHEM 106.LB,53,General Chem Lab,Web-Enhanced,,6,3,"M,W",18:10-21:00,HN 1412S,"Huang, He"
513,CHEM 106.LB,54,General Chem Lab,Web-Enhanced,,6,3,TU,18:10-21:00,HN 1412S,"Szeto, Stella"
,,,,,,,,TH,18:10-21:00,HN 1412S,"Radivojevic, Ivana"
515,CHEM 112.00,YA1,Therm & Solution Chm,Web-Enhanced,,9,5.5,TU,09:10-11:00,HN  1403,"Dassharma, Sohani"
,,,,,,,,W,14:10-17:00,HN 1412N,"Drain, Charles"
,,,,,,,,W,09:10-11:00,HN  1403,
,,,,,,,,F,09:10-11:00,HN  1403,
4548,CHEM 121.LB,11,Ess Of Org Chem-Lab,Web-Enhanced,,3,1.5,TU,14:10-17:00,BC  201,"Aminova, Olga"
4549,CHEM 121.LB,12,Ess Of Org Chem-Lab,Web-Enhanced,,3,1.5,TU,14:10-17:00,BC  203,"Krishnamachari, Namby"
4550,CHEM 121.LB,13,Ess Of Org Chem-Lab,Web-Enhanced,,3,1.5,W,14:10-17:00,BC  203,"Krishnamachari, Namby"
529,CHEM 121.LB,51,Ess Of Org Chem-Lab,Web-Enhanced,,3,1.5,TU,18:10-21:00,BC  201,"Lobasso, Thomas"
530,CHEM 121.LB,52,Ess Of Org Chem-Lab,Web-Enhanced,,3,1.5,TU,18:10-21:00,BC  203,"Aruggoda, Gamage"
531,CHEM 121.LB,53,Ess Of Org Chem-Lab,Web-Enhanced,,3,1.5,W,18:10-21:00,BC  203,"Aruggoda, Gamage"
534,CHEM 222.04,1,Organic Chem 1 (Lec),Web-Enhanced,,5,4,M,10:10-11:00,HW  217,"Yin, Zhiwei"
,,,,,,,,M,12:10-14:00,HN  1403,"Harding, Wayne"
,,,,,,,,TH,12:10-14:00,HN  1403,
535,CHEM 222.04,2,Organic Chem 1 (Lec),Web-Enhanced,,5,4,M,12:10-14:00,HN  1403,"Yin, Zhiwei"
,,,,,,,,TH,12:10-14:00,HN  1403,"Harding, Wayne"
,,,,,,,,TH,10:10-11:00,HW  217,
4551,CHEM 222.04,3,Organic Chem 1 (Lec),Web-Enhanced,,5,4,M,12:10-14:00,HN  1403,"Yin, Zhiwei"
,,,,,,,,TU,11:10-12:00,HW  217,"Harding, Wayne"
,,,,,,,,TH,12:10-14:00,HN  1403,
536,CHEM 223.LB,1,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,F,12:10-16:00,HN 1404A,"Liu, Qiao"
,,,,,,,,,,,"Harding, Wayne"
539,CHEM 223.LB,5,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,TU,13:10-17:00,HN 1404A,"Harding, Wayne"
541,CHEM 223.LB,7,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,M,13:10-17:00,HN 1404A,"Harding, Wayne"
,,,,,,,,,,,"Ma, Jia"
544,CHEM 223.LB,10,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,TH,13:10-17:00,HN 1404A,"Marquis, Mya"
,,,,,,,,,,,"Harding, Wayne"
546,CHEM 223.LB,51,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,M,18:10-22:00,HN 1404A,"Gonzales, Junior"
,,,,,,,,,,,"Harding, Wayne"
547,CHEM 223.LB,52,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,W,18:10-22:00,HN 1404A,"Ponnala, Shashikanth"
,,,,,,,,,,,"Harding, Wayne"
548,CHEM 223.LB,53,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,TU,18:10-22:00,HN 1404A,"Aggarwal, Amit"
,,,,,,,,,,,"Harding, Wayne"
549,CHEM 223.LB,54,Organic Chem 1 (Lab),Web-Enhanced,,4,2.5,TH,18:10-22:00,HN 1404A,"Lee, James"
,,,,,,,,,,,"Harding, Wayne"
550,CHEM 223.RC,1,Organic Chem 1 (Rec),Web-Enhanced,,1,0,W,15:10-16:00,HN  510,"Mcnamara, James"
5466,CHEM 223.RC,2,Organic Chem 1 (Rec),Web-Enhanced,,1,0,W,13:10-14:00,HN  1403,"Mcnamara, James"
4609,CHEM 224.04,1,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Altiti, Ahmad"
,,,,,,,,TU,12:10-13:00,HW  217,"Kawamura, Akira"
,,,,,,,,W,15:10-17:00,HW  615,"Mootoo, David"
4552,CHEM 224.04,2,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Altiti, Ahmad"
,,,,,,,,TU,13:10-14:00,HW  217,"Kawamura, Akira"
,,,,,,,,W,15:10-17:00,HW  615,"Mootoo, David"
4553,CHEM 224.04,3,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Altiti, Ahmad"
,,,,,,,,TU,14:10-15:00,HW  217,"Kawamura, Akira"
,,,,,,,,W,15:10-17:00,HW  615,"Mootoo, David"
4554,CHEM 224.04,4,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Altiti, Ahmad"
,,,,,,,,M,17:10-18:00,HW  217,"Kawamura, Akira"
,,,,,,,,W,15:10-17:00,HW  615,"Mootoo, David"
4555,CHEM 224.04,5,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Mattis, Clayton"
,,,,,,,,W,15:10-17:00,HW  615,"Kawamura, Akira"
,,,,,,,,F,12:10-13:00,HW  217,"Mootoo, David"
4556,CHEM 224.04,6,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Mattis, Clayton"
,,,,,,,,W,17:10-18:00,HW  217,"Kawamura, Akira"
,,,,,,,,W,15:10-17:00,HW  615,"Mootoo, David"
4557,CHEM 224.04,7,Organic Chem 2 (Lec),Web-Enhanced,,5,4,M,15:10-17:00,HW  615,"Mattis, Clayton"
,,,,,,,,W,15:10-17:00,HW  615,"Kawamura, Akira"
,,,,,,,,F,13:10-14:00,HW  217,"Mootoo, David"
5418,CHEM 224.04,8,Organic Chem 2 (Lec),In-Person,,5,4,M,15:10-17:00,HW  615,"Mattis, Clayton"
,,,,,,,,W,15:10-17:00,HW  615,"Kawamura, Akira"
,,,,,,,,TH,15:10-16:00,HW  217,"Mootoo, David"
5419,CHEM 224.04,9,Organic Chem 2 (Lec),In-Person,,5,4,M,15:10-17:00,HW  615,"Mattis, Clayton"
,,,,,,,,W,15:10-17:00,HW  615,"Kawamura, Akira"
,,,,,,,,F,10:10-11:00,HN  C110,"Mootoo, David"
551,CHEM 224.04,51,Organic Chem 2 (Lec),Web-Enhanced,,5,4,TU,17:35-19:25,HN  1403,"Kapadia, Nirav"
,,,,,,,,TH,16:10-17:00,HW  217,"Mcnamara, James"
,,,,,,,,TH,17:35-19:25,HN  1403,
552,CHEM 224.04,52,Organic Chem 2 (Lec),Web-Enhanced,,5,4,TU,16:10-17:00,HW  217,"Kapadia, Nirav"
,,,,,,,,TU,17:35-19:25,HN  1403,"Mcnamara, James"
,,,,,,,,TH,17:35-19:25,HN  1403,
553,CHEM 224.04,53,Organic Chem 2 (Lec),Web-Enhanced,,5,4,TU,15:10-16:00,HW  217,"Kapadia, Nirav"
,,,,,,,,TU,17:35-19:25,HN  1403,"Mcnamara, James"
,,,,,,,,TH,17:35-19:25,HN  1403,
561,CHEM 224.06,1,Organic Chem 2 (Lec),Web-Enhanced,,6,4,TU,11:10-13:00,HN  1403,"Phillips, Karen"
,,,,,,,,TU,15:25-17:25,HN  1403,
,,,,,,,,F,11:10-13:00,HN  1403,
5414,CHEM 224.06,YA1,Organic Chem 2 (Lec),In-Person,,6,4,TU,11:10-13:00,HN  1403,"Phillips, Karen"
,,,,,,,,TU,15:25-17:25,HN  1403,
,,,,,,,,F,11:10-13:00,HN  1403,
563,CHEM 225.LB,2,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,M,13:10-17:00,HN 1404B,"Samson, Jacopo"
564,CHEM 225.LB,3,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,TH,13:10-17:00,HN 1404B,"Li, Jialiang"
568,CHEM 225.LB,7,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,TU,13:10-17:00,HN 1404B,"Montenegro, Diego"
570,CHEM 225.LB,9,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,W,13:10-17:00,HN 1404B,"Marianski, Mateusz"
572,CHEM 225.LB,11,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,F,12:10-16:00,HN 1404B,"Gadhiya, Satish"
573,CHEM 225.LB,51,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,TU,18:10-22:00,HN 1404B,"Montenegro, Diego"
574,CHEM 225.LB,52,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,TH,18:10-22:00,HN 1404B,"Singh, Sunaina"
575,CHEM 225.LB,53,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,M,18:10-22:00,HN 1404B,"Bachan, Stewart"
576,CHEM 225.LB,54,Organic Chem 2 (Lab),Web-Enhanced,,4,2.5,W,18:10-22:00,HN 1404B,"Singh, Sunaina"
578,CHEM 225.RC,2,Organic Chem 2 (Rec),Web-Enhanced,,1,0,W,12:10-13:00,HN  1403,"Yang, Guangli"
5343,CHEM 291.02,3,Chem Investigations,In-Person,,8,2,W,14:10-17:00,HN  1413,Staff
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
5345,CHEM 291.02,5,Chem Investigations,In-Person,,8,2,TU,14:10-17:00,HN  1413,Staff
583,CHEM 349.00,1,Instrumntal Analysis,Web-Enhanced,,8,5,"M,TH",12:10-16:00,HN  1413,"Devany, Matthew"
586,CHEM 356.00,51,Physical Chem 2-Sp,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HN  C103,"Dannenberg, Joseph"
588,*CHEM 366.00,1,Inorganic Chemistry,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HN  C103,Staff
589,CHEM 377.LC,1,Biochemistry 2,Web-Enhanced,,3,3,M,16:10-17:25,HN  1403,"Kleiman, Frida"
,,,,,,,,W,16:10-17:25,HN  1403,"Holford, Mande"
591,CHEM 378.LB,2,Biochemistry Lab,Web-Enhanced,,5,3,M,09:10-10:00,HN  1403,"Fonseca, Danae"
,,,,,,,,F,12:10-16:00,HN  1413,"Kleiman, Frida"
594,CHEM 378.LB,5,Biochemistry Lab,Web-Enhanced,,5,3,M,09:10-10:00,HN  1403,"Kleiman, Frida"
,,,,,,,,W,12:10-16:00,HN  1413,"Devany, Emral"
4558,CHEM 378.LB,6,Biochemistry Lab,Web-Enhanced,,5,3,M,09:10-10:00,HN  1403,"Kleiman, Frida"
,,,,,,,,TU,12:10-16:00,HN  1413,"Banerjee, Bidisha"
595,CHEM 378.LB,51,Biochemistry Lab,Web-Enhanced,,5,3,M,18:10-22:00,HN  1413,"Zhang, Xiaokan"
,,,,,,,,M,09:10-10:00,HN  1403,"Kleiman, Frida"
596,CHEM 378.LB,52,Biochemistry Lab,Web-Enhanced,,5,3,M,09:10-10:00,HN  1403,"Fonseca, Danae"
,,,,,,,,W,18:10-22:00,HN  1413,"Kleiman, Frida"
605,CHIN 102.00,51,Elem Chinese 2,Web-Enhanced,,4,4,"M,W",17:35-19:10,HW  413,"Cheng, Wei-Yi"
606,CHIN 106.00,1,Chin Calligraphy 2,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  413,"Hao, Bo"
607,CHIN 106.00,01L,Chin Calligraphy 2,Partially Online,,3,3,W,13:10-15:00,HW  413,"Hao, Bo"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
608,CHIN 111.00,1,Chinese Culture I,In-Person,,3,3,"TU,F",15:45-17:00,HW  404,"Cartelli, Mary"
611,CHIN 202.00,2,Intermediate Chin (II),Web-Enhanced,,3,3,"M,W,TH",12:10-13:00,HW  623,"Hao, Bo"
614,CHIN 202.00,51,Intermediate Chin (II),Web-Enhanced,,3,3,"M,W",19:00-20:15,HW  410,"Hao, Bo"
616,*CHIN 251.58,1,Cinema&Lit China,In-Person,,3,3,W,15:10-17:30,HW  505,"Dai, Fang"
617,CHIN 302.00,1,Journltc Chin Lit 2,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  408,"Cheng, Wei-Yi"
619,CHIN 357.00,1,Chin Poetry In Eng,In-Person,,3,3,"TU,F",12:45-14:00,HW  224,"Cartelli, Mary"
5000,CHIN 401.53,1,Chin-Engl Transltion,In-Person,,3,3,"TU,F",12:45-14:00,HW  1143,"Dai, Fang"
5179,CHIN 401.80,1,Geography Of China,In-Person,,3,3,"TU,F",12:45-14:00,HN  1022,Staff
629,CLA 101.00,2,Classical Mythology,In-Person,,3,3,"TU,F",14:10-15:25,HW  605,"O'Neil, Laura"
632,CLA 101.00,51,Classical Mythology,In-Person,,3,3,"TU,TH",20:25-21:40,HW  605,"Salemi, Joseph"
634,CLA 110.00,1,Grk&Lat Roots Of Eng,In-Person,,3,3,"M,W,TH",12:10-13:00,HW  116,"Leigh, Shawna"
636,CLA 110.00,3,Grk&Lat Roots Of Eng,In-Person,,3,3,"TU,F",15:45-17:00,HW  605,Staff
639,CLA 110.00,51,Grk&Lat Roots Of Eng,In-Person,,3,3,"M,W",20:25-21:40,HW  605,"Salemi, Joseph"
4971,CLA 110.00,CN1,Grk&Lat Roots Of Eng,In-Person,,3,3,"TU,TH",16:10-17:25,HW  509C,Staff
641,CLA 201.00,51,Greek Civilization,In-Person,,3,3,"TU,TH",19:00-20:15,HW  214,"Lopez, Aramis"
642,CLA 203.00,1,Roman Civilization,In-Person,,3,3,"TU,F",12:45-14:00,HW  605,"Simard, Jared"
643,CLA 203.00,51,Roman Civilization,In-Person,,3,3,"TU,TH",20:25-21:40,HW  413,"Spurza, Joanne"
645,CLA 204.00,51,Intro: Archaeology,In-Person,,3,3,"TU,TH",19:00-20:15,HW  611,"Thomatos, Marina"
4459,CLA 220.00,51,Aegn Archaeology,In-Person,,3,3,"TU,TH",17:35-18:50,HW  207,"Thomatos, Marina"
4485,CLA 240.87,1,Archy Roman Empire,In-Person,,3,3,"M,TH",14:45-16:00,HW  408,"Leigh, Shawna"
648,CLA 250.00,51,Grk & Rom Tragedy,In-Person,,3,3,"TU,TH",19:00-20:15,HW  605,"Salemi, Joseph"
4461,CLA 253.00,1,Homer&Virgil:Trans,In-Person,,3,3,"TU,F",14:10-15:25,HW  408,"Haft, Adele"
4462,CLA 302.00,1,Comp Back Cla Myth,In-Person,,3,3,"M,TH",13:10-14:25,HW  409,"Green, Tamara"
4464,*CLA 323.00,1,Arch Of Anatolia,In-Person,,3,3,"TU,F",14:10-15:25,HW  412,"Horowitz, Mara"
5452,*CLA 329.51,51,Archy Of Rom. Brtain,In-Person,,3,3,TU,17:35-19:20,HW  1441,"Spurza, Joanne"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
5467,*CLA 329.61,51,Great Sanct Of Medit,In-Person,,3,3,TU,17:30-19:20,HW  1441,"Spurza, Joanne"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
5477,CLA 329.80,51,Roman Paint &Mosaics,In-Person,,3,3,TU,17:30-19:20,HW  1441,"Spurza, Joanne"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
5229,COMHE 306.00,1,Social Disparity Hlt,Web-Enhanced,,3,3,TH,13:30-16:00,SB  216,"Isaac, Lydia"
666,COMHE 325.00,1,Envirn Pblc Hlth Prb,Web-Enhanced,,3,3,TU,13:10-15:40,SB  330,"Geltman, Elizabeth"
667,COMHE 330.00,1,Pricpls Of Epidemlgy,Web-Enhanced,,3,3,TH,13:10-15:40,SB  C08,"Ventura-Dipersia, Christina"
4865,COMHE 330.00,CN1,Pricpls Of Epidemlgy,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN 1001G,"D'Agostino, Emily"
5231,COMHE 400.84,1,Adolescent Health,Web-Enhanced,,3,3,W,13:30-16:00,SB  216,"Roberts, Lynn"
670,COMHE 411.00,1,Community Hlth Asmnt,In-Person,,3,3,M,13:30-16:00,SB  216,"Crum, Martha"
676,COMPL 301.02,1,Literary Theory,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN  C102,"Montanarelli, Lisa"
677,COMPL 301.02,2,Literary Theory,Web-Enhanced,,3,3,"M,TH",13:10-14:25,TH  408,"Kaye, Richard"
678,COMPL 301.02,3,Literary Theory,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  509,"Demper, Edwin"
680,COMPL 301.02,5,Literary Theory,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HN  C101,"Ecklund, Angela"
4740,*COMPL 301.02,7,Literary Theory,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  509A,"Perera, Sonali"
4742,*COMPL 301.02,8,Literary Theory,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  207,"Agathocleous, Tanya"
5352,COMPL 301.02,9,Literary Theory,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  1327,"Hsieh, Yu-Yun"
682,COMPL 301.02,51,Literary Theory,Web-Enhanced,,3,3,"M,W",19:00-20:15,HN  C101,"Tobin, Rita"
683,COMPL 301.02,52,Literary Theory,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HN  C100,"Knip, Matthew"
5354,COMPL 301.02,53,Literary Theory,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HN  C100,"Kennedy-Epstein, Rowena"
5150,COMPL 320.53,1,Nabokov Btw 2 Clt,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  411,"Ordukhanyan, Margarit"
4420,*COMPL 320.58,1,Lt&Clt Muslm Spain,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  409,"Elinson, Alexander"
4689,COMPL 330.51,51,Grk & Rom Tragedy,In-Person,,3,3,"TU,TH",19:00-20:15,HW  605,"Salemi, Joseph"
4758,*COMPL 331.50,1,Samuel Beckett,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  509,"Israel, Nico"
4477,COMPL 371.56,1,Trans:Rus Folklore,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HW  411,Staff
4748,COMPL 380.21,51,Modern Lit In Exile,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  412,"Greenlee, Anneta"
4950,COMPL 380.57,1,Ital Women Writers,In-Person,,3,3,"M,W",16:10-17:25,HW  707B,"Fasoli, Paolo"
4753,COMPL 380.82,1,Tpcs:Caribbean Lit,Web-Enhanced,,3,3,"TU,F",12:45-14:00,TH  518,"Glick, Jeremy"
4754,*COMPL 380.82,51,Tpcs:Caribbean Lit,Web-Enhanced,,3,3,TH,17:35-20:05,HW  407,"Webb, Barbara"
4757,*COMPL 381.63,1,Med Lit: 1100-1500,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  509A,"Tomasch, Sylvia"
690,COMPL 381.65,51,East European Cinema,Web-Enhanced,,3,3,F,17:30-20:30,HN  510,"Draitser, Emil"
691,COMPL 381.66,1,Post Col Lit: Engl,Web-Enhanced,,3,3,"TU,F",14:10-15:25,TH  518,"Mallipeddi, Ramesh"
692,COMPL 381.66,2,Post Col Lit: Engl,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HE  109,"Perera, Sonali"
4745,COMPL 381.66,3,Post Col Lit: Engl,Web-Enhanced,,3,3,"M,TH",16:10-17:25,TH  407,"Mallipeddi, Ramesh"
