Code,Course,Sec,Description,Mode of,Book,HR,CR,Days,Time,Room,Professor
,,,,,,,,W,10:10-11:00,HW  407,
1751,MEDIA 180.00,6,Int To Media Studies,In-Person,,3,3,M,12:10-13:00,HW  615,"Ewen, Stuart"
,,,,,,,,W,12:10-13:00,HW  615,"Rabins, Stephanie"
,,,,,,,,W,09:10-10:00,HW  407,
1752,MEDIA 180.00,7,Int To Media Studies,In-Person,,3,3,M,12:10-13:00,HW  615,"Ewen, Stuart"
,,,,,,,,W,12:10-13:00,HW  615,"Harper, Makia"
,,,,,,,,W,09:10-10:00,HN  C102,
1753,MEDIA 180.00,8,Int To Media Studies,In-Person,,3,3,M,12:10-13:00,HW  615,"Ewen, Stuart"
,,,,,,,,W,12:10-13:00,HW  615,"Harper, Makia"
,,,,,,,,W,10:10-11:00,HN  C102,
1754,MEDIA 180.00,9,Int To Media Studies,In-Person,,3,3,M,09:10-10:00,HN  506,"Ewen, Stuart"
,,,,,,,,M,12:10-13:00,HW  615,"Rabins, Stephanie"
,,,,,,,,W,12:10-13:00,HW  615,
1763,MEDIA 180.00,84,Int To Media Studies,In-Person,,3,3,M,10:10-11:00,HN  506,"Ewen, Stuart"
,,,,,,,,M,12:10-13:00,HW  615,"Rabins, Stephanie"
,,,,,,,,W,12:10-13:00,HW  615,
1767,MEDIA 271.00,1,Television Culture,In-Person,,3,3,TU,10:30-13:00,HN  504,"Pinedo, Isabel"
1768,MEDIA 271.00,2,Television Culture,In-Person,,3,3,W,10:30-13:00,HN  507,"Mock, Erinlee"
4901,MEDIA 326.00,1,Amer In Am.Film&Vid,In-Person,,3,3,F,10:10-13:00,HN  502,"Margulies, Ivone"
1776,MEDIA 328.00,1,Images Of Resistance,In-Person,,4,3,SA,10:10-14:00,HN  504,"Nanda, Radhika"
1781,MEDIA 373.00,1,Journalism & Lit,In-Person,,3,3,F,10:10-13:00,HN  504,"Bruinius, Harold"
5296,MEDIA 381.00,1,Propagnda&Mass Media,In-Person,,3,3,F,10:10-13:00,HN  506,"Fleming, James"
1785,MEDIA 384.00,2,Women And The Media,In-Person,,3,3,W,10:10-13:00,HN  506,"Feder, Samantha"
4805,MEDIA 384.00,4,Women And The Media,In-Person,,3,3,W,10:10-13:00,HN  506,"Feder, Samantha"
1786,MEDIA 386.00,1,Media Ethics,In-Person,,3,3,TH,10:10-13:00,HN  507,"Stein, Bernard"
4612,MEDIA 398.00,1,Complex Tv Narrative,In-Person,,3,3,W,10:30-13:00,HN  504,"Pinedo, Isabel"
4602,MEDIA 399.22,1,Advncd Gndr & Media,In-Person,,3,3,TU,10:10-13:00,HN  507,"Feder, Samantha"
5430,MEDIA 399.22,2,Advncd Gndr & Media,In-Person,,3,3,TU,10:10-13:00,HN  507,"Feder, Samantha"
4603,MEDIA 399.35,1,Social Prb Med/Cult,In-Person,,3,3,"M,TH",11:10-12:25,HN  506,"Gorelick, Steven"
1795,*MEDIA 401.75,1,Film&Video Prod Sem,In-Person,,3,3,W,10:10-13:00,HN  543,"Lund, Andrew"
1803,MEDP 150.00,1,Media In Digital Age,In-Person,,4,3,M,09:10-11:00,HN  432,"Kane, Carolyn"
,,,,,,,,W,19:10-21:00,HW  714,"Miranda, Ricardo"
1804,MEDP 150.00,2,Media In Digital Age,In-Person,,4,3,M,11:10-13:00,HN  432,"Kane, Carolyn"
,,,,,,,,W,19:10-21:00,HW  714,"Miranda, Ricardo"
1811,MEDP 160.00,1,Media&Flm Digtl Age2,In-Person,,4,3,W,11:10-13:00,HW  714,"Anderson, Kelly"
,,,,,,,,,,,"Gubernat, Tamara"
,,,,,,,,F,09:10-11:00,HN  432,"Lucas, Martin"
1812,MEDP 160.00,2,Media&Flm Digtl Age2,In-Person,,4,3,W,11:10-13:00,HW  714,"Anderson, Kelly"
,,,,,,,,,,,"Gubernat, Tamara"
,,,,,,,,F,11:10-13:00,HN  432,"Lucas, Martin"
1813,MEDP 160.00,3,Media&Flm Digtl Age2,In-Person,,4,3,W,11:10-13:00,HW  714,"Anderson, Kelly"
,,,,,,,,,,,"Remick, Erin"
,,,,,,,,F,13:10-15:00,HN  432,"Lucas, Martin"
1814,MEDP 160.00,4,Media&Flm Digtl Age2,In-Person,,4,3,W,11:10-13:00,HW  714,"Anderson, Kelly"
,,,,,,,,,,,"Remick, Erin"
,,,,,,,,F,15:10-17:00,HN  432,"Lucas, Martin"
1815,MEDP 160.00,5,Media&Flm Digtl Age2,In-Person,,4,3,W,11:10-13:00,HW  714,"Anderson, Kelly"
,,,,,,,,SA,09:10-11:00,HN  432,"Lucas, Martin"
1816,MEDP 160.00,6,Media&Flm Digtl Age2,In-Person,,4,3,W,11:10-13:00,HW  714,"Anderson, Kelly"
,,,,,,,,SA,11:10-13:00,HN  432,"Lucas, Martin"
4606,MEDP 160.00,7,Media&Flm Digtl Age2,In-Person,,4,3,TU,09:10-11:00,HN  432,"Anderson, Kelly"
,,,,,,,,W,11:10-13:00,HW  714,"Lucas, Martin"
4627,MEDP 160.00,8,Media&Flm Digtl Age2,In-Person,,4,3,TU,11:10-13:00,HN  432,"Anderson, Kelly"
,,,,,,,,W,11:10-13:00,HW  714,"Lucas, Martin"
4395,MEDP 201.00,1,Reportng & Writing 1,In-Person,,3,3,"M,TH",11:10-12:25,HN  470,"Morris, Greggory"
4622,MEDP 202.00,1,Reportng & Writing 2,In-Person,,3,3,TU,10:10-13:00,HN  470,"Stein, Bernard"
1821,*MEDP 281.00,2,Portable Video Prod,In-Person,,3,3,W,10:10-13:00,HN  436,"Thakur, Shanti"
1824,MEDP 286.00,1,Sound For Film & Vid,In-Person,,3,3,F,10:10-13:00,HN  436,"Gitlin, Michael"
1837,MEDP 299.49,1,Intro To Publishing,In-Person,,3,3,"M,TH",09:45-11:00,HN  470,"Hunter, Karen"
5298,MEDP 345.00,1,Web Design Projects,In-Person,,3,3,W,10:10-13:00,HN  432,"Gauthier, Dylan"
1843,MEDP 377.00,1,Neighborhood News,In-Person,,3,3,W,10:10-13:00,HN  470,"Stein, Bernard"
5269,*MEDP 399.54,1,Media Wksp Migration,In-Person,,3,3,W,10:10-13:00,HW  509B,"Velasco-Shaw, Angela"
5103,MEDP 451.00,1,Film&Video Prod Sem,In-Person,,3,3,W,10:10-13:00,HN  543,"Lund, Andrew"
1849,MHC 150.00,HC3,The Peopling Of Ny,In-Person,,3,3,W,10:10-12:40,HN  C107,"Benediktsson, Michael"
1854,MHC 250.00,HC1,Shpng The Fut:City,In-Person,,3,3,M,10:10-12:40,RH  2.04,"Buttenwieser, Ann"
5176,MHC 250.00,HC6,Shpng The Fut:City,In-Person,,3,3,W,10:10-12:40,HN  1516,"Gross, Jill"
1859,MLS 300.00,1,Fdmntl Cncpt&Tech:Ml,In-Person,,3,3,TH,09:00-11:45,BC  E101,"Galifianakis, Nataliya"
1860,MLS 312.00,1,Human Physiology,In-Person,,3,3,F,09:00-11:45,BC  W232,"Mahajan, Shahana"
1861,MLS 347.00,1,Human Histology,In-Person,,5,3,TU,09:15-12:00,BC  E104,"Einheber, Steven"
,,,,,,,,W,10:00-11:50,BC  W232,
1862,MLS 347.00,2,Human Histology,In-Person,,5,3,TU,12:45-15:30,BC  E104,"Einheber, Steven"
,,,,,,,,W,10:00-11:50,BC  W232,
1863,MLS 347.00,3,Human Histology,In-Person,,5,3,TU,18:00-20:45,BC  E104,"Li, Hongxing"
,,,,,,,,W,10:00-11:50,BC  W232,"Einheber, Steven"
1864,MLS 352.00,1,Clin Microbiology 2,In-Person,,5,4,TU,09:15-12:00,BC  E106,"Mahajan, Shahana"
,,,,,,,,TH,11:00-12:50,BC  W232,"Ryan, Patricia"
1865,MLS 352.00,2,Clin Microbiology 2,In-Person,,5,4,TU,12:45-15:30,BC  E106,"Sabharwal, Hemant"
,,,,,,,,TH,11:00-12:50,BC  W232,"Ryan, Patricia"
1866,MLS 352.00,3,Clin Microbiology 2,In-Person,,5,4,TU,18:00-20:45,BC  E106,"Ryan, Patricia"
,,,,,,,,TH,11:00-12:50,BC  W232,"Euler, Chad"
1867,MLS 354.00,1,Cl Bioch1:Biomol&Met,In-Person,,5,3.5,M,09:15-12:00,BC  E105,"Raffaniello, Robert"
,,,,,,,,TH,14:00-15:50,BC  W232,
1874,MLS 430.00,1,Immunohematology,In-Person,,3,3,F,09:00-11:45,BC  E102,"Powell, Vivien"
1877,MLS 460.00,1,Immunology,In-Person,,5,3,M,09:00-11:45,BC  E106,"Johnston, Dean"
,,,,,,,,TH,09:00-10:50,BC  W232,
1878,MLS 460.00,2,Immunology,In-Person,,5,3,M,12:30-15:15,BC  E106,"Johnston, Dean"
,,,,,,,,TH,09:00-10:50,BC  W232,
1879,MLS 460.00,3,Immunology,In-Person,,5,3,M,18:00-20:45,BC  E106,"Galifianakis, Nataliya"
,,,,,,,,TH,09:00-10:50,BC  W232,"Johnston, Dean"
1885,MUSHL 101.00,1,Intro To Music,In-Person,,3,3,"M,TH",08:10-09:25,HN  404,"Stokes, Jordan"
1886,MUSHL 101.00,2,Intro To Music,In-Person,,3,3,"M,TH",09:45-11:00,HN  404,"Stokes, Jordan"
1887,MUSHL 101.00,3,Intro To Music,In-Person,,3,3,"M,W,TH",11:10-12:00,HN  404,"Bobetsky, Victor"
1891,MUSHL 101.00,7,Intro To Music,In-Person,,3,3,"TU,F",11:10-12:25,HN  404,"Coppola, Catherine"
1896,MUSHL 107.00,1,World Of Music,In-Person,,3,3,"TU,W,F",09:10-10:00,HN  404,"Dumbauld, Benjamin"
1897,MUSHL 107.00,2,World Of Music,In-Person,,3,3,"TU,W,F",10:10-11:00,HN  404,"Dumbauld, Benjamin"
1929,MUSPF 121.00,1,Elementary Guitar 1,In-Person,,2,1,"TU,F",10:10-11:00,HN  635,"Millioto, Thomas"
1930,MUSPF 122.00,1,Elementary Guitar 2,In-Person,,2,1,"TU,F",11:10-12:00,HN  635,"Millioto, Thomas"
1934,MUSPF 214.00,1,Piano 2,In-Person,,2,1,"TU,F",11:10-12:00,HN  431,"Keiser, Robert"
1954,MUSTH 101.00,1,Music Theory Fundmnt,In-Person,,3,3,"M,TH",09:45-11:00,HN  407,"Fleming, Drew"
1955,MUSTH 101.00,2,Music Theory Fundmnt,In-Person,,3,3,"M,W,TH",11:10-12:00,HN  407,"Fleming, Drew"
1956,MUSTH 101.00,3,Music Theory Fundmnt,In-Person,,3,3,"TU,W,F",08:10-09:00,HN  407,"You, Jaesong"
1957,MUSTH 101.00,4,Music Theory Fundmnt,In-Person,,3,3,"TU,W,F",09:10-10:00,HN  407,"You, Jaesong"
1958,MUSTH 101.00,5,Music Theory Fundmnt,In-Person,,3,3,"TU,F",11:10-12:25,HN  407,"Keberle, Ryan"
1961,MUSTH 101.00,CN1,Music Theory Fundmnt,In-Person,,3,3,SA,10:00-12:30,HN  407,"Graff, Steven"
1965,MUSTH 221.00,1,Music Theory 2,In-Person,,3,3,"M,TH",09:45-11:00,HN  406,"Thompson, Jewel"
1968,MUSTH 231.00,1,Musicianship 2,In-Person,,3,2,"M,W,TH",11:10-12:00,HN  431,"Thompson, Jewel"
1971,MUSTH 321.00,1,Music Theory 4,In-Person,,3,3,"M,W,TH",11:10-12:00,HN  406,"Spicer, Mark"
1980,NFS 141.00,1,Nutrition I,Web-Enhanced,,3,3,TU,10:10-12:40,SB  201,"Navder, Khursheed"
1981,NFS 342.00,1,Nutr & Hum Developmt,Web-Enhanced,,3,3,TH,10:10-12:40,SB  326,"Passov, Ellen"
1983,NFS 443.51,1,Practicum In Nfs,Web-Enhanced,,3,3,TU,10:10-12:40,SB  214,"Platkin, Charles"
1987,NURS 312.00,1,Nursing 2,In-Person,,18,8,M,07:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,F,09:10-11:00,BC  W224,"Smith, Donald"
1988,NURS 312.00,2,Nursing 2,In-Person,,18,8,M,07:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,F,09:10-11:00,BC  W224,"Smith, Donald"
1989,NURS 312.00,3,Nursing 2,In-Person,,18,8,M,07:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,F,11:00-13:00,BC  W224,"Smith, Donald"
1990,NURS 312.00,4,Nursing 2,In-Person,,18,8,M,07:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,F,11:00-13:00,BC  W224,"Smith, Donald"
1991,NURS 312.00,5,Nursing 2,In-Person,,18,8,M,09:10-11:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,TH,07:00-16:00,ZZ  TBA,"Smith, Donald"
1992,NURS 312.00,6,Nursing 2,In-Person,,18,8,M,09:10-11:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,TH,07:00-16:00,ZZ  TBA,"Smith, Donald"
1993,NURS 312.00,7,Nursing 2,In-Person,,18,8,M,11:00-13:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,W,07:00-16:00,ZZ  TBA,"Smith, Donald"
1994,NURS 312.00,8,Nursing 2,In-Person,,18,8,M,11:00-13:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,W,07:00-16:00,ZZ  TBA,"Smith, Donald"
1995,NURS 312.00,9,Nursing 2,In-Person,,18,8,M,13:00-15:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,F,07:00-16:00,ZZ  TBA,"Smith, Donald"
1996,NURS 312.00,10,Nursing 2,In-Person,,18,8,TU,09:10-13:00,BC  W218,"Saladino, Joseph"
,,,,,,,,W,07:00-16:00,ZZ  TBA,"Goshin, Lorie"
,,,,,,,,F,13:00-15:00,BC  W224,"Smith, Donald"
1997,NURS 312.00,11,Nursing 2,In-Person,,18,8,TU,09:10-13:00,BC  W218,"Saladino, Joseph"
,,,,,,,,TH,08:00-16:00,ZZ  TBA,"Goshin, Lorie"
,,,,,,,,F,15:00-17:00,BC  W224,"Smith, Donald"
1998,NURS 312.00,12,Nursing 2,In-Person,,18,8,TU,09:10-13:00,BC  W218,"Saladino, Joseph"
,,,,,,,,TH,08:00-16:00,ZZ  TBA,"Goshin, Lorie"
,,,,,,,,F,15:00-17:00,BC  W224,"Smith, Donald"
1999,NURS 312.00,13,Nursing 2,In-Person,,18,8,M,15:00-17:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,W,08:00-16:00,ZZ  TBA,"Smith, Donald"
2000,NURS 312.00,14,Nursing 2,In-Person,,18,8,M,15:00-17:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,W,08:00-16:00,ZZ  TBA,"Smith, Donald"
4930,NURS 312.00,15,Nursing 2,In-Person,,18,8,M,13:00-15:00,BC  W224,"Saladino, Joseph"
,,,,,,,,TU,09:10-13:00,BC  W218,"Goshin, Lorie"
,,,,,,,,SA,07:00-16:00,ZZ  TBA,"Smith, Donald"
4931,NURS 312.00,16,Nursing 2,In-Person,,18,8,TU,09:10-13:00,BC  W218,"Saladino, Joseph"
,,,,,,,,F,13:00-15:00,BC  W224,"Goshin, Lorie"
,,,,,,,,SA,07:00-16:00,ZZ  TBA,"Smith, Donald"
5154,NURS 379.00,1,Nurs&Soc Frc Hlth Cr,In-Person,,3,3,TH,09:10-12:00,BC  W218,"Saladino, Joseph"
,,,,,,,,,,,"Sanders, Lorraine"
2005,NURS 381.00,1,Hlth Assess-Life Spn,In-Person,,4.5,4.5,TH,09:10-10:50,BC  W235,"Saladino, Joseph"
,,,,,,,,TH,11:10-12:30,BC  W224,"Mitzeliotis, Claudia"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
2006,NURS 381.00,2,Hlth Assess-Life Spn,In-Person,,4.5,4.5,TH,09:10-10:50,BC  W235,"Saladino, Joseph"
,,,,,,,,TH,11:00-12:30,BC  W224,"Mitzeliotis, Claudia"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
5530,NURS 381.00,3,Hlth Assess-Life Spn,In-Person,,4.5,4.5,TH,09:10-10:50,BC  W235,"Saladino, Joseph"
,,,,,,,,TH,12:30-14:00,BC  W224,"Mitzeliotis, Claudia"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Nguyentran, Teresa"
5532,NURS 381.00,4,Hlth Assess-Life Spn,In-Person,,4.5,4.5,TH,09:10-10:50,BC  W235,"Saladino, Joseph"
,,,,,,,,TH,12:30-14:00,BC  W224,"Mitzeliotis, Claudia"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Nguyentran, Teresa"
5533,*NURS 381.00,5,Hlth Assess-Life Spn,In-Person,,4.5,4.5,TH,09:10-10:50,BC  W235,"Saladino, Joseph"
,,,,,,,,TH,12:30-14:00,BC  W224,"Mitzeliotis, Claudia"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Nguyentran, Teresa"
5534,*NURS 381.00,6,Hlth Assess-Life Spn,In-Person,,4.5,4.5,TH,09:10-10:50,BC  W235,"Saladino, Joseph"
,,,,,,,,TH,12:30-14:00,BC  W224,"Mitzeliotis, Claudia"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Nguyentran, Teresa"
2007,NURS 412.00,1,Nursing 4,In-Person,,18,8,M,08:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,TU,09:00-14:00,BC  W235,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2008,NURS 412.00,2,Nursing 4,In-Person,,18,8,M,08:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,TU,09:00-14:00,BC  W235,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2009,NURS 412.00,3,Nursing 4,In-Person,,18,8,M,08:00-16:00,ZZ  TBA,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,TU,09:00-14:00,BC  W235,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2010,NURS 412.00,4,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,W,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2011,NURS 412.00,5,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,W,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2012,NURS 412.00,6,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,W,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2013,NURS 412.00,7,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,TH,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2014,NURS 412.00,8,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,TH,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2015,NURS 412.00,9,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,F,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2016,NURS 412.00,10,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,F,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
5499,NURS 412.00,11,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,TH,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
5500,NURS 412.00,12,Nursing 4,In-Person,,18,8,TU,09:00-14:00,BC  W235,"Saladino, Joseph"
,,,,,,,,,,,"Mitzeliotis, Claudia"
,,,,,,,,F,08:00-16:00,ZZ  TBA,"Yannaco, Theresa"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,"Aponte, Judith"
2028,PGEOG 130.00,1,Weather And Climate,In-Person,,5,4,M,09:10-11:00,HN  1028,"Ni-Meister, Wenge"
,,,,,,,,TU,14:10-15:25,HW  615,"Friedman, Erin"
,,,,,,,,F,14:10-15:25,HW  615,
2029,PGEOG 130.00,2,Weather And Climate,In-Person,,5,4,M,11:10-13:00,HN  1028,"Ni-Meister, Wenge"
,,,,,,,,TU,14:10-15:25,HW  615,"Friedman, Erin"
,,,,,,,,F,14:10-15:25,HW  615,
2031,PGEOG 130.00,4,Weather And Climate,In-Person,,5,4,TU,10:10-12:00,HN  1028,"Ni-Meister, Wenge"
,,,,,,,,TU,14:10-15:25,HW  615,"Mead, Victoria"
,,,,,,,,F,14:10-15:25,HW  615,
2034,*PGEOG 130.00,7,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,W,10:10-12:00,HN  1028,
,,,,,,,,F,14:10-15:25,HW  615,
2035,*PGEOG 130.00,8,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,F,10:10-12:00,HN  1028,
,,,,,,,,F,14:10-15:25,HW  615,
2038,PGEOG 130.00,11,Weather And Climate,Web-Enhanced,,5,4,SA,13:10-15:00,HN  1028,"Wisniewska, Kamila"
,,,,,,,,SA,09:10-12:00,HN  1028,
2043,PGEOG 251.00,1,Earth Systems Sci 2,Web-Enhanced,,4,3.5,TU,10:10-11:00,HN 1090B,"Salmun, Haydee"
,,,,,,,,TU,11:10-12:25,HN  1022,
,,,,,,,,F,11:10-12:25,HN  1022,
2044,PGEOG 251.00,2,Earth Systems Sci 2,Web-Enhanced,,4,3.5,TU,11:10-12:25,HN  1022,"Salmun, Haydee"
,,,,,,,,F,10:10-11:00,HN 1090B,
,,,,,,,,F,11:10-12:25,HN  1022,
2056,PHILO 101.00,1,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Wildemannkane, Laura"
,,,,,,,,W,10:10-11:00,HW  411,"Acampora, Christa"
,,,,,,,,F,10:10-11:00,HW  714,
2057,PHILO 101.00,2,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Abraham, Ericka"
,,,,,,,,W,10:10-11:00,HW  611,"Acampora, Christa"
,,,,,,,,F,10:10-11:00,HW  714,
2058,PHILO 101.00,3,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Acampora, Christa"
,,,,,,,,W,11:10-12:00,HW  411,
,,,,,,,,F,10:10-11:00,HW  714,
2059,PHILO 101.00,4,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Wildemannkane, Laura"
,,,,,,,,W,12:10-13:00,HW  411,"Acampora, Christa"
,,,,,,,,F,10:10-11:00,HW  714,
2060,*PHILO 101.00,5,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Abraham, Ericka"
,,,,,,,,W,12:10-13:00,HW  113,"Acampora, Christa"
,,,,,,,,F,10:10-11:00,HW  714,
2061,PHILO 101.00,6,Intro To Philosophy,Web-Enhanced,,3,3,"M,TH",08:10-09:25,HW  506,"Zapata, Fernando"
4375,PHILO 101.00,8,Intro To Philosophy,Web-Enhanced,,3,3,"M,W,TH",11:10-12:00,HW  506,"Courtney, Kenneth"
4376,PHILO 101.00,9,Intro To Philosophy,Web-Enhanced,,3,3,"TU,F",07:10-08:25,HW  505,"Keton, Joshua"
2063,PHILO 101.00,83,Intro To Philosophy,Web-Enhanced,,3,3,"M,TH",08:10-09:25,HW  506,"Zapata, Fernando"
2064,PHILO 103.00,1,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,11:10-12:00,HN  C002,"Boardman, Frank"
,,,,,,,,TH,11:10-12:00,HW  511,
2065,*PHILO 103.00,2,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,10:10-11:00,HW  506,
,,,,,,,,TH,11:10-12:00,HW  511,
2066,*PHILO 103.00,3,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,11:10-12:00,HW  505,
,,,,,,,,TH,11:10-12:00,HW  511,
2067,*PHILO 103.00,4,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,12:10-13:00,HW  505,
,,,,,,,,TH,11:10-12:00,HW  511,
2068,*PHILO 103.00,5,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,12:10-13:00,HW  609,
,,,,,,,,TH,11:10-12:00,HW  511,
4379,*PHILO 103.00,6,Intro To Logic,Web-Enhanced,,3,3,"TU,F",11:10-12:25,HW  505,Staff
2071,PHILO 104.00,2,Intro To Ethics,Web-Enhanced,,3,3,"TU,F",08:10-09:25,HW  506,"Fincke, Daniel"
2072,PHILO 104.00,3,Intro To Ethics,Web-Enhanced,,3,3,SA,11:10-14:00,HW  505,"Horowitz, Morgan"
2076,PHILO 106.00,1,"Philo,Poltcs & Socty",Web-Enhanced,,3,3,"TU,F",09:45-11:00,HW  506,"Keton, Joshua"
5438,*PHILO 106.00,3,"Philo,Poltcs & Socty",In-Person,,3,3,"TU,F",11:10-12:25,HW  505,Staff
2080,*PHILO 201.00,1,Knowledge& Reality,Web-Enhanced,,3,3,"M,TH",08:10-09:25,HW  505,Staff
2083,PHILO 212.00,1,Class Greek Philo,Web-Enhanced,,3,3,"M,TH",09:45-11:00,HW  505,"Press, Gerald"
5436,PHILO 214.00,1,Medieval Philo,In-Person,,3,3,"M,TH",11:10-12:25,HW  505,Staff
2086,PHILO 218.00,1,Revol In Mod Philo,Web-Enhanced,,3,3,"M,TH",09:45-11:00,HW  506,"Dahbour, Omar"
4945,PHILO 230.00,1,Feminism,Web-Enhanced,,3,3,"M,TH",08:10-09:25,HW  505,"Campella, Georgina"
